# ungefähr 20 % der Original-Daten 
# Quelle: https://www.kaggle.com/datasets/wspirat/poland-used-cars-offers/data
# nachbearbeitet
Marke,Modell,Preis [Zloty],Kilometerstand [km],Getriebe,Hubraum [cm3],Kraftstoff,Stadt,Region,Jahr,Alter
volkswagen,Volkswagen Golf 1.8 GL,16900.0,286000,Automatik,1900.0,Diesel,Ełk,Warmińsko-mazurskie,1999,25
jeep,Jeep Cherokee,49500.0,244600,Schaltwagen,2143.0,Diesel,Chodzież,Wielkopolskie,2012,12
mercedes-benz,Mercedes-Benz SL 500,129000.0,140264,Automatik,3199.0,Benzin,Wieluń,Łódzkie,2002,22
porsche,Porsche 911,189750.0,301000,Automatik,4806.0,Benzin,Pabianice,Łódzkie,2009,15
bmw,BMW X4 xDrive28i xLine,127000.0,125400,Automatik,2993.0,Benzin,Brzeziny,Łódzkie,2016,8
dacia,Dacia Dokker 1.5 dCi Open,46900.0,82000,Schaltwagen,1461.0,Diesel,Chełmiec,Małopolskie,2016,8
peugeot,Peugeot 406,4200.0,254805,Schaltwagen,1905.0,Diesel,Warszawa,Mazowieckie,1998,26
opel,Opel Astra,14000.0,281500,Schaltwagen,1910.0,Diesel,Bielany Wrocławskie,Dolnośląskie,2005,19
opel,Opel Combo,11070.0,139000,Schaltwagen,1598.0,Benzin,Kraków,Małopolskie,2003,21
land-rover,Land Rover Range Rover Evoque 2.0 P200 mHEV,263499.0,15,Automatik,3000.0,Diesel,Marki,Mazowieckie,2022,2
bmw,BMW Seria 5 530i xDrive mHEV,269900.0,9,Automatik,1998.0,Benzin,Mikołów,Śląskie,2023,1
volkswagen,Volkswagen Golf Sportsvan 1.6 TDI BlueMotion Comfortline,47900.0,111394,Schaltwagen,1598.0,Diesel,Łagów,Świętokrzyskie,2015,9
kia,Kia Sorento 2.5 CRDi Escape +,23900.0,198000,Automatik,1591.0,Benzin,Koło,Wielkopolskie,2007,17
mercedes-benz,Mercedes-Benz CL 500 4-Matic BlueEff,119000.0,212000,Automatik,1796.0,Diesel,Białystok,Podlaskie,2012,12
bmw,BMW 5GT 530d Gran Turismo,43000.0,298401,Automatik,2993.0,Diesel,Gdańsk,Pomorskie,2013,11
volkswagen,Volkswagen Transporter T5 Doka Kurz 4MOTION Comfortline,59040.0,140000,Schaltwagen,1598.0,Diesel,Tymbark,Małopolskie,2011,13
bmw,BMW X5 xDrive25d,125000.0,190000,Automatik,2993.0,Diesel,Częstochowa,Śląskie,2014,10
hyundai,Hyundai Veloster,38000.0,152865,Schaltwagen,1591.0,Benzin,Zabrze,Śląskie,2013,11
opel,Opel Astra 1.6 Active,15900.0,199609,Schaltwagen,1229.0,Benzin,Kutno,Łódzkie,2009,15
mazda,Mazda CX-30 2.0 mHEV Kanjo 2WD,112900.0,21262,Schaltwagen,1998.0,Benzin,Bielsko-Biała,Śląskie,2020,4
kia,Kia Ceed,77900.0,1,Schaltwagen,1482.0,Benzin,Swadzim,Wielkopolskie,2022,2
toyota,Toyota RAV4 Hybrid Gold 4x2,125000.0,179000,Automatik,1798.0,hybrid,Warszawa,Mazowieckie,2018,6
volkswagen,Volkswagen Phaeton 3.2 V6 Tiptr (5 os.),21000.0,191526,Automatik,1598.0,Benzin,Lublin,Lubelskie,2004,20
volvo,Volvo V70 2.4D5,3400.0,250000,Schaltwagen,2435.0,Benzin,Włocławek,Kujawsko-pomorskie,2003,21
mazda,Mazda 3 2.0 mHEV Kanjo,119500.0,1,Schaltwagen,1998.0,Benzin,Rzeszów,Podkarpackie,2022,2
renault,Renault Laguna 2.0 Privilege,31990.0,177250,Schaltwagen,1397.0,Benzin,Zagórze,Małopolskie,2013,11
land-rover,Land Rover Range Rover Evoque 2.0TD4 HSE Dynamic,89900.0,132957,Schaltwagen,1999.0,Diesel,Kotlin,Wielkopolskie,2018,6
renault,Renault Grand Scenic Gr 1.9 dCi Privilege Euro5,21900.0,139000,Schaltwagen,1461.0,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,2013,11
volkswagen,Volkswagen Caddy,122900.0,5,Schaltwagen,1968.0,Diesel,Poznań,Wielkopolskie,2023,1
opel,Opel Crossland X 1.2 T Edition S&S,84900.0,25000,Schaltwagen,1199.0,Benzin,Kalisz,Wielkopolskie,2021,3
volvo,Volvo V70,9900.0,189000,Automatik,2435.0,Benzin,Łódź,Łódzkie,1999,25
hyundai,Hyundai ix35,43789.0,82000,Schaltwagen,1086.0,Benzin,Rybnik,Śląskie,2012,12
volkswagen,Volkswagen Caddy,14900.0,168000,Schaltwagen,1390.0,Benzin,Szczecin,Zachodniopomorskie,2007,17
opel,Opel Astra 1.6 Cosmo,18900.0,127000,Schaltwagen,1364.0,Benzin,Gniezno,Wielkopolskie,2010,14
volvo,Volvo XC 90 2.9 T6,27000.0,308000,Automatik,2401.0,Diesel,Tomaszów Lubelski,Lubelskie,2004,20
alfa-romeo,Alfa Romeo Giulietta,37900.0,196669,Automatik,1956.0,Diesel,Stalowa Wola,Podkarpackie,2011,13
skoda,Skoda Fabia,90900.0,4,Schaltwagen,1498.0,Benzin,Gdynia,Pomorskie,2023,1
volkswagen,Volkswagen Tiguan 2.0 TDI DPF BlueMotion Technology Team,50900.0,257000,Schaltwagen,2000.0,Diesel,Radom,Mazowieckie,2012,12
ford,Ford Fiesta 1.5 EcoBoost ST3 ASS,79999.0,179000,Schaltwagen,1997.0,Diesel,Kraków,Małopolskie,2015,9
peugeot,Peugeot 607 2.2 Tiptronic,11400.0,380871,Automatik,1997.0,Benzin+LPG,Żywocice,Opolskie,2003,21
kia,Kia Rio,46800.0,61000,Schaltwagen,1598.0,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,2019,5
volkswagen,Volkswagen Golf IV 1.4 16V Basis,10900.0,264173,Schaltwagen,1896.0,Diesel,Brzozów,Podkarpackie,2004,20
honda,Honda Accord 3.0i ES,21900.0,231000,Automatik,2997.0,Benzin,Kościelniki Dolne,Dolnośląskie,1999,25
volkswagen,Volkswagen Passat 2.0 TDI,29900.0,187000,Schaltwagen,1197.0,Benzin,Poznań,Wielkopolskie,2011,13
opel,Opel Astra IV GTC 1.4 T Active,41500.0,55000,Schaltwagen,1598.0,Benzin,Kozłowo,Warmińsko-mazurskie,2011,13
volkswagen,Volkswagen Beetle 1.2 TSI Design,32900.0,114523,Schaltwagen,1598.0,Diesel,Mogilany,Małopolskie,2016,8
volkswagen,Volkswagen Passat 1.6 TDI DPF BlueMot Comfortline,28000.0,223000,Schaltwagen,1968.0,Diesel,Rakoniewice,Wielkopolskie,2012,12
dacia,Dacia,79900.0,17225,Automatik,898.0,Benzin,Długołęka,Dolnośląskie,2020,4
opel,Opel Grandland X 1.6 D Start/Stop Business Edition,63890.0,286000,Schaltwagen,1364.0,Benzin+LPG,Śrem,Wielkopolskie,2017,7
volkswagen,Volkswagen Passat,92500.0,129192,Automatik,2967.0,Diesel,Warszawa,Mazowieckie,2016,8
jeep,Jeep Compass,206900.0,32517,Automatik,1332.0,Benzin,Zielona Góra,Lubuskie,2021,3
peugeot,Peugeot 508 SW BlueHDi 120 Stop&Start Active,40800.0,182800,Schaltwagen,1560.0,Diesel,Zielona Góra,Lubuskie,2017,7
mini,MINI Cooper S,42000.0,133000,Automatik,1995.0,Diesel,Słupno,Mazowieckie,2014,10
volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Sport DSG,55000.0,265123,Automatik,1968.0,Diesel,Żary,Lubuskie,2014,10
ford,Ford Mondeo 2.5 V6 Trend X100 / X,3999.0,208000,Schaltwagen,1297.0,Benzin,Wałbrzych,Dolnośląskie,2004,20
opel,Opel Astra 1.6 D (CDTI DPF ecoFLEX) Start/Stop Edition,47400.0,24000,Schaltwagen,1398.0,Benzin,Leszno,Wielkopolskie,2018,6
opel,Opel Meriva 1.4 T Cosmo,28700.0,134000,Schaltwagen,1364.0,Benzin,Gniezno,Wielkopolskie,2012,12
hyundai,Hyundai ix20 1.4 Classic,34500.0,209000,Schaltwagen,1396.0,Benzin,Tychy,Śląskie,2010,14
audi,Audi A6 Allroad 3.0 TDI DPF Quattro Tiptr,36000.0,241000,Automatik,4163.0,Benzin,Maków Mazowiecki,Mazowieckie,2005,19
volvo,Volvo V70 D3 Summum,33900.0,213000,Schaltwagen,1984.0,Diesel,Pińczów,Świętokrzyskie,2013,11
toyota,Toyota Auris 1.6 Valvematic START Edition,43999.0,175700,Schaltwagen,1329.0,Benzin,Końskie,Świętokrzyskie,2014,10
bmw,BMW X7 M50d sport,430000.0,179900,Automatik,2998.0,Benzin,Skarbimierzyce,Zachodniopomorskie,2017,7
seat,Seat Leon,75900.0,88678,Schaltwagen,1197.0,Benzin,Myślenice,Małopolskie,2018,6
peugeot,Peugeot 607 3.0 Pack Ivoire Tiptronic,15900.0,100000,Automatik,1997.0,Benzin,Radom,Mazowieckie,2004,20
mazda,Mazda 3 2.0 Top,12000.0,246500,Schaltwagen,1598.0,Benzin+LPG,Ostrów Wielkopolski,Wielkopolskie,2003,21
ford,Ford Mustang 5.0 V8 GT,200000.0,57900,Schaltwagen,1499.0,Diesel,Męcinka,Dolnośląskie,2019,5
hyundai,Hyundai ix20 1.4 5 Star Edition,37900.0,111900,Schaltwagen,1591.0,Benzin,Toruń,Kujawsko-pomorskie,2014,10
volkswagen,Volkswagen Golf Alltrack 1.8 TSI BMT 4Mot DSG,68888.0,170000,Automatik,1968.0,Diesel,Słupsk,Pomorskie,2019,5
ford,Ford Tourneo Custom 2.0 TDCi L2 Titanium,99999.0,125054,Schaltwagen,1997.0,Diesel,Sochaczew,Mazowieckie,2017,7
kia,Kia Rio,37150.0,112800,Schaltwagen,1396.0,Benzin,Kraków,Małopolskie,2015,9
bmw,BMW Seria 5 530i xDrive mHEV M Sport sport,273900.0,18421,Automatik,2998.0,Benzin,Kraków,Małopolskie,2021,3
volvo,Volvo XC 60,56000.0,278000,Schaltwagen,1969.0,Diesel,Czarnków,Wielkopolskie,2013,11
bmw,BMW Seria 5 540i mHEV M Sport sport,338400.0,81000,Automatik,1995.0,Diesel,Chorzów,Śląskie,2020,4
mercedes-benz,Mercedes-Benz CLS,64900.0,322000,Automatik,2987.0,Diesel,Łódź,Łódzkie,2009,15
bmw,BMW X6 xDrive40d,184254.0,102000,Automatik,1998.0,Benzin,Wolbrom,Małopolskie,2019,5
ford,Ford Mondeo 2.0 TDCi Ambiente,21900.0,183860,Schaltwagen,1560.0,Diesel,Wilkowice,Wielkopolskie,2011,13
ford,Ford Mondeo 2.0 TDCi Titanium X,5600.0,219000,Schaltwagen,1997.0,Diesel,Gubin,Lubuskie,2005,19
alfa-romeo,Alfa Romeo 159,17900.0,130000,Automatik,2198.0,Benzin,Chodzież,Wielkopolskie,2008,16
alfa-romeo,Alfa Romeo Spider 3.2JTSQ4 Q-Exclusive,82000.0,290000,Automatik,2387.0,Diesel,Słupsk,Pomorskie,2007,17
opel,Opel Mokka,16500.0,150000,Schaltwagen,,Benzin,Kęty,Małopolskie,2017,7
toyota,Toyota Aygo,42000.0,114449,Schaltwagen,1798.0,Benzin,Katowice,Śląskie,2017,7
volkswagen,Volkswagen Passat 1.8T Basis Tiptr,8900.0,262000,Automatik,2324.0,Benzin,Gdańsk,Pomorskie,1998,26
kia,Kia Sportage,49900.0,194123,Schaltwagen,1685.0,Diesel,Wilchta,Mazowieckie,2012,12
saab,Saab 9-3,21900.0,185580,Automatik,1998.0,Benzin+LPG,Kraków,Małopolskie,2009,15
toyota,Toyota Corolla 1.6 Comfort MS,89900.0,197700,Automatik,1497.0,hybrid,Kielce,Świętokrzyskie,2016,8
renault,Renault Megane 1.5 dCi Energy Life,41900.0,44000,Schaltwagen,898.0,Benzin,Janki,Mazowieckie,2017,7
opel,Opel Insignia 1.5 T GPF Enjoy S&S,62850.0,250000,Schaltwagen,1598.0,Diesel,Zabrze,Śląskie,2016,8
volvo,Volvo C70,13900.0,151000,Schaltwagen,2435.0,Benzin,Kowala,Mazowieckie,1995,29
ford,Ford Focus,10500.0,290400,Automatik,2966.0,Benzin+LPG,Grudziądz,Kujawsko-pomorskie,2004,20
toyota,Toyota Corolla,84900.0,43500,Schaltwagen,1197.0,Benzin,Kraków,Małopolskie,2018,6
toyota,Toyota Yaris 1.33 Life EU6,26900.0,140000,Schaltwagen,1329.0,Benzin,Zawiercie,Śląskie,2011,13
ford,Ford S-Max 2.0 TDCi Trend,58900.0,80057,Schaltwagen,1596.0,Benzin,Ostrołęka,Mazowieckie,2016,8
opel,Opel Insignia 2.0 CDTI 4x4 Sports Tourer Business Edition,53900.0,212800,Automatik,1956.0,Diesel,Radom,Mazowieckie,2017,7
ford,Ford Focus 1.6 TDCi Gold X,25900.0,250326,Schaltwagen,1997.0,Diesel,Łódź,Łódzkie,2011,13
bmw,BMW X3 xDrive20d xLine,175000.0,29000,Automatik,1998.0,Benzin,Gdańsk,Pomorskie,2021,3
bmw,BMW Seria 5 540i xDrive mHEV M Sport sport,254610.0,100,Automatik,2993.0,Diesel,Warszawa,Mazowieckie,2022,2
volvo,Volvo V70 2.4D5,11000.0,440000,Schaltwagen,2401.0,Diesel,Bydgoszcz,Kujawsko-pomorskie,2002,22
opel,Opel Zafira 1.9 CDTI Cosmo,12000.0,143567,Schaltwagen,1598.0,Benzin,Jawor,Dolnośląskie,2008,16
toyota,Toyota Avensis,49500.0,16655,Schaltwagen,998.0,Benzin,Darłowo,Zachodniopomorskie,2018,6
nissan,Nissan X-Trail 2.2 dCi Sport,13000.0,189000,Schaltwagen,1240.0,Benzin,Olkusz,Małopolskie,2003,21
mercedes-benz,Mercedes-Benz GLE Coupe 350 d 4-Matic,234999.0,130000,Automatik,2996.0,Benzin,Radwanice,Dolnośląskie,2017,7
opel,Opel Crossland,81900.0,5,Schaltwagen,1199.0,Benzin,Gdańsk,Pomorskie,2023,1
hyundai,Hyundai I30,97900.0,8240,Schaltwagen,1600.0,Benzin,Łódź,Łódzkie,2023,1
volkswagen,Volkswagen Beetle,42900.0,209923,Schaltwagen,1390.0,Benzin,Płock,Mazowieckie,2013,11
volvo,Volvo V40 1.9D,5900.0,306699,Schaltwagen,1870.0,Diesel,Krzeszów,Dolnośląskie,2004,20
renault,Renault Megane 1.5 Blue dCi Limited,49900.0,60900,Schaltwagen,1197.0,Benzin,Bolesławice,Pomorskie,2016,8
honda,Honda CR-V 2.0 Rvi 4WD,19900.0,125000,Schaltwagen,1997.0,Benzin,Wieliczka,Małopolskie,1998,26
volkswagen,Volkswagen Golf,5500.0,205500,Automatik,2461.0,Benzin,Sobótka,Dolnośląskie,1998,26
volkswagen,Volkswagen Touran 2.0 TDI BMT Highline DSG,89900.0,133019,Automatik,1498.0,Benzin,Pępowo,Pomorskie,2019,5
hyundai,Hyundai i20 1.2 Classic Plus,39900.0,100200,Schaltwagen,1995.0,Diesel,Kraków,Małopolskie,2017,7
opel,Opel Antara 2.0 CDTI Edition,23900.0,233000,Schaltwagen,1686.0,Diesel,Wrocław,Dolnośląskie,2009,15
bmw,BMW Seria 3,43500.0,120000,Automatik,4395.0,Benzin,Giewartów,Wielkopolskie,2014,10
ford,Ford Mondeo 2.0 EcoBlue Executive,68900.0,87000,Schaltwagen,1498.0,Diesel,Podlesie Dębowe,Małopolskie,2016,8
volkswagen,Volkswagen Arteon,104799.0,103293,Schaltwagen,2000.0,Diesel,Warszawa,Mazowieckie,2019,5
bmw,BMW X5,646700.0,1,Automatik,1499.0,Benzin,Kielce,Świętokrzyskie,2023,1
nissan,Nissan Primera 1.8 Acenta,3200.0,179000,Schaltwagen,1997.0,Benzin,Września,Wielkopolskie,2007,17
volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Sport&Style,55000.0,205041,Schaltwagen,1968.0,Diesel,Łukowica,Małopolskie,2012,12
opel,Opel Zafira Tourer 1.4 Turbo ecoFLEX Start/Stop Business Innovation,68000.0,60000,Schaltwagen,1598.0,Diesel,Gołdap,Warmińsko-mazurskie,2017,7
peugeot,Peugeot 3008 BlueHDi 180 Stop & Start EAT6 GT,97999.0,169000,Automatik,1997.0,Diesel,Morzyczyn,Zachodniopomorskie,2019,5
volkswagen,Volkswagen Passat,185900.0,1,Automatik,2000.0,Diesel,Gdańsk,Pomorskie,2023,1
renault,Renault Megane 1.5 dCi Limited,31699.0,73098,Schaltwagen,898.0,Benzin,Piaseczno,Mazowieckie,2019,5
porsche,Porsche 911 Carrera,335000.0,44000,Schaltwagen,2497.0,Benzin,Poznań,Wielkopolskie,2018,6
volkswagen,Volkswagen Tiguan,89900.0,147521,Automatik,1798.0,Benzin,Olsztyn,Warmińsko-mazurskie,2018,6
audi,Audi A6 Allroad 2.7 TDI DPF Quattro Tiptr,28900.0,250000,Automatik,2967.0,Diesel,Kutno,Łódzkie,2007,17
mini,MINI Cooper S,104900.0,66000,Schaltwagen,1998.0,Benzin,Falenty,Mazowieckie,2017,7
smart,Smart Forfour pulse,7200.0,226035,Schaltwagen,1124.0,Benzin,Głuszyca,Dolnośląskie,2004,20
toyota,Toyota Yaris 1.0 Terra MM,10990.0,308000,Automatik,4663.0,Benzin,Nowy Sącz,Małopolskie,2001,23
fiat,Fiat Ulysse,8990.0,151000,Automatik,1242.0,Benzin,Piastów,Mazowieckie,2003,21
kia,Kia Stonic 1.0 T-GDI 120 Platinum Edition,54900.0,75000,Schaltwagen,1591.0,Benzin,Kurów,Lubelskie,2016,8
volvo,Volvo V60 D4 Geartronic Summum,47998.0,89000,Automatik,2400.0,Diesel,Jabłonowo,Mazowieckie,2014,10
opel,Opel Grandland X,152400.0,5,Automatik,1199.0,Benzin,Olsztyn,Warmińsko-mazurskie,2023,1
toyota,Toyota Aygo 1.0 VVT-i Color Edition,49900.0,4,Schaltwagen,1490.0,Benzin,Wągrowiec,Wielkopolskie,2023,1
ford,Ford Mondeo 2.0 TDCi Gold X (Trend),51000.0,88000,Schaltwagen,1498.0,Diesel,Tarnów,Małopolskie,2019,5
volkswagen,Volkswagen Touran,32500.0,133094,Automatik,1197.0,Benzin,Lututów,Łódzkie,2014,10
bmw,BMW X6 xDrive40d,214900.0,135000,Automatik,4395.0,Benzin,Warszawa,Mazowieckie,2017,7
volkswagen,Volkswagen Passat 1.9 TDI Sportline,9999.0,148041,Schaltwagen,1984.0,Benzin,Krapkowice,Opolskie,2009,15
alfa-romeo,Alfa Romeo 156 2.0 TSpark 16v,2900.0,250000,Schaltwagen,1910.0,Diesel,Dziekanów Leśny,Mazowieckie,2004,20
seat,Seat Arona 1.0 TSI FR Start&Stop,99900.0,14992,Schaltwagen,999.0,Benzin,Bielsko-Biała,Śląskie,2021,3
volkswagen,Volkswagen Golf VI 1.6 TDI Highline,35500.0,247000,Schaltwagen,1598.0,Diesel,Szydłowiec,Mazowieckie,2013,11
toyota,,139900.0,84250,Automatik,2487.0,hybrid,Poznań,Wielkopolskie,2021,3
toyota,Toyota Auris,51500.0,211000,Automatik,2982.0,Diesel,Bielany Wrocławskie,Dolnośląskie,2010,14
volkswagen,Volkswagen Golf VI 1.6 TDI Comfortline,27000.0,242000,Schaltwagen,1968.0,Diesel,Gorzów Wielkopolski,Lubuskie,2013,11
renault,Renault Megane 1.5 dCi Bose EDC,36900.0,148000,Automatik,1618.0,Benzin,Ryki,Lubelskie,2017,7
toyota,Toyota Yaris,52500.0,34902,Schaltwagen,1598.0,Benzin,Warszawa,Mazowieckie,2018,6
mercedes-benz,Mercedes-Benz CLS 350,23900.0,336564,Automatik,2148.0,Diesel,Gdańsk,Pomorskie,2003,21
land-rover,Land Rover Range Rover Velar 2.0 D200 mHEV R-Dynamic HSE,220170.0,48000,Automatik,1997.0,Diesel,Lublin,Lubelskie,2021,3
renault,Renault Austral 1.3 TCe mHEV Techno,157300.0,5,Schaltwagen,1332.0,Benzin,Szczecin,Zachodniopomorskie,2022,2
toyota,Toyota C-HR,147900.0,39658,Automatik,1798.0,hybrid,Lublin,Lubelskie,2020,4
ford,Ford Focus,35000.0,27400,Schaltwagen,4951.0,Benzin,Lublin,Lubelskie,2019,5
renault,Renault Espace 3.0 dCi Privilege,11900.0,147100,Automatik,1598.0,Benzin+LPG,Gdańsk,Pomorskie,2008,16
hyundai,Hyundai ix35 2.0 CRDi Premium 2WD,44800.0,138000,Schaltwagen,1248.0,Benzin,Włocławek,Kujawsko-pomorskie,2014,10
bmw,BMW X5 xDrive40i mHEV,476700.0,1,Automatik,1998.0,Benzin,Rzeszów,Podkarpackie,2023,1
mercedes-benz,Mercedes-Benz Klasa B,18000.0,181156,Automatik,6208.0,Benzin,Marcinkowice,Małopolskie,2008,16
honda,Honda Accord 2.0 Elegance,42900.0,140000,Schaltwagen,1997.0,Benzin,Szczecin,Zachodniopomorskie,2012,12
seat,Seat Ibiza 1.0 TSI Style Start&Stop,59900.0,155000,Schaltwagen,1968.0,Diesel,Mysłowice,Śląskie,2017,7
daewoo,Daewoo Espero 1.5 GLX,4600.0,57000,Schaltwagen,1598.0,Benzin,Częstochowa,Śląskie,1998,26
opel,Opel Zafira 1.9 CDTI Automatik Edition,14900.0,256000,Automatik,1998.0,Benzin,Wałbrzych,Dolnośląskie,2009,15
bmw,BMW Seria 1 116d Sport Line,54800.0,197000,Automatik,1998.0,Benzin,Tarnowskie Góry,Śląskie,2015,9
renault,Renault Laguna II 2.0 Confort Expression,6900.0,310000,Automatik,1998.0,Benzin+LPG,Warszawa,Mazowieckie,2007,17
seat,Seat Arosa,3999.0,150000,Automatik,1390.0,Benzin,Pabianice,Łódzkie,1997,27
volkswagen,Volkswagen Touareg 3.0 V6 TDI SCR 4Mot,219000.0,161120,Automatik,1984.0,Benzin,Augustów,Podlaskie,2017,7
toyota,Toyota Yaris 1.4 D-4D Luna,12900.0,232147,Schaltwagen,1798.0,Benzin,Orchowo,Wielkopolskie,2012,12
opel,Opel Meriva 1.3 CDTI Cosmo ecoFLEX,18500.0,160000,Schaltwagen,1686.0,Diesel,Sławno,Zachodniopomorskie,2012,12
volkswagen,Volkswagen Golf Plus,23200.0,156542,Schaltwagen,1390.0,Benzin,Połomia,Podkarpackie,2009,15
mercedes-benz,Mercedes-Benz Klasa C 200 4-Matic 9G-TRONIC,128000.0,78000,Automatik,2143.0,Diesel,Sopot,Pomorskie,2018,6
citroen,Citroën C5 2.2 HDi Prestige,4900.0,227000,Automatik,1997.0,Benzin+LPG,Rzeszów,Podkarpackie,2003,21
opel,Opel Zafira 1.9 CDTI Elegance,10900.0,254581,Schaltwagen,1686.0,Diesel,Brody,Świętokrzyskie,2005,19
hyundai,Hyundai i20 1.0 T-GDi Modern,82200.0,26216,Schaltwagen,1498.0,Benzin,Warszawa,Mazowieckie,2022,2
volvo,Volvo XC 40,119900.0,119000,Schaltwagen,1969.0,Diesel,Warszawa,Mazowieckie,2020,4
hyundai,Hyundai i20,54500.0,47594,Schaltwagen,1248.0,Benzin,Lublin,Lubelskie,2019,5
mazda,Mazda MX-5 1.6 16V,20000.0,305000,Schaltwagen,,Diesel,Poznań,Wielkopolskie,2003,21
opel,Opel Insignia,27000.0,198989,Schaltwagen,998.0,Benzin,Piaseczno,Mazowieckie,2013,11
dodge,Dodge Challenger 6.4 Scat PackWidebody,260000.0,21000,Automatik,5654.0,Benzin,Łódź,Łódzkie,2020,4
opel,Opel Insignia 1.5 T Enjoy S&S,68800.0,155787,Automatik,1956.0,Diesel,Warszawa,Mazowieckie,2019,5
opel,Opel Agila 1.2 Enjoy,16500.0,335000,Schaltwagen,1956.0,Diesel,Orzechówka,Podkarpackie,2009,15
aston-martin,Aston Martin DBS Touchtronic II,599000.0,76000,Automatik,5935.0,Benzin,Warszawa,Mazowieckie,2009,15
opel,Opel Astra,24500.0,210000,Schaltwagen,1598.0,Benzin+LPG,Bliżyn,Świętokrzyskie,2011,13
alfa-romeo,Alfa Romeo 156 2.5 V6 Distinctive,17500.0,195000,Schaltwagen,1598.0,Benzin,Warszawa,Mazowieckie,1998,26
volkswagen,Volkswagen Golf 1.4 TSI BlueMotion Technology DSG Allstar,59999.0,86482,Automatik,1968.0,Diesel,Ostrów Wielkopolski,Wielkopolskie,2017,7
volkswagen,Volkswagen Phaeton 3.0 V6 TDI DPF 4M (5 os),26000.0,214000,Automatik,1781.0,Benzin,Ząbki,Mazowieckie,2008,16
volkswagen,Volkswagen Transporter,444889.0,1,Automatik,1968.0,Diesel,Chorzów,Śląskie,2022,2
volkswagen,Volkswagen Passat 1.6 TDI Comfortline,22900.0,151000,Schaltwagen,1390.0,Benzin,Przodkowo,Pomorskie,2010,14
peugeot,Peugeot 406 3.0,28500.0,253000,Schaltwagen,2445.0,Diesel,Radomsko,Łódzkie,1995,29
volkswagen,Volkswagen Golf,20900.0,255900,Schaltwagen,1968.0,Diesel,Elbląg,Warmińsko-mazurskie,2008,16
volkswagen,Volkswagen Touran 2.0 TDI DPF Highline,24999.0,214000,Schaltwagen,1390.0,Benzin,Opoczno,Łódzkie,2009,15
opel,Opel Insignia,79000.0,129000,Automatik,1364.0,Benzin,Łódź,Łódzkie,2018,6
opel,Opel Astra GTC 1.7 CDTI DPF Sport,15500.0,305000,Schaltwagen,1686.0,Diesel,Łask,Łódzkie,2008,16
mazda,Mazda 6 2.5 Skypassion I-ELoop,94900.0,112000,Automatik,2000.0,Benzin,Komorniki,Wielkopolskie,2017,7
mercedes-benz,Mercedes-Benz Klasa B 180 7G-DCT,129000.0,5,Automatik,2999.0,Benzin,Szczecin,Zachodniopomorskie,2023,1
volkswagen,Volkswagen Caddy 1.9 TDI DPF (5-Si.),12900.0,162067,Schaltwagen,1896.0,Diesel,Słupsk,Pomorskie,2006,18
opel,Opel Astra III 1.9 CDTI Elegance,13800.0,230000,Schaltwagen,1796.0,Benzin,Żnin,Kujawsko-pomorskie,2006,18
nissan,Nissan Juke,63850.0,47000,Schaltwagen,1461.0,Diesel,Konin,Wielkopolskie,2018,6
opel,Opel Vivaro,45900.0,230400,Schaltwagen,1956.0,Diesel,Łagów,Świętokrzyskie,2014,10
seat,Seat Leon 1.8 Signo,8500.0,173300,Automatik,1781.0,Benzin,Piekary Śląskie,Śląskie,2003,21
smart,Smart Forfour,5000.0,149000,Schaltwagen,599.0,Benzin,Poznań,Wielkopolskie,2003,21
mercedes-benz,Mercedes-Benz GL 320 CDI,17500.0,413000,Automatik,3498.0,Benzin,Góra,Dolnośląskie,2008,16
opel,Opel Zafira 2.0 CDTI Cosmo EcoFLEX S&S,32900.0,135382,Schaltwagen,1364.0,Benzin,Ostrów Mazowiecka,Mazowieckie,2013,11
toyota,Toyota Yaris,61800.0,118000,Automatik,1497.0,hybrid,Wojcieszyce,Lubuskie,2016,8
volkswagen,Volkswagen Polo 1.2 Trendline Optimum,13900.0,230640,Schaltwagen,1595.0,Benzin+LPG,Warszawa,Mazowieckie,2007,17
nissan,Nissan Qashqai 1.2 DIG-T Acenta,44500.0,190000,Schaltwagen,1997.0,Benzin,Koszalin,Zachodniopomorskie,2010,14
volvo,Volvo XC 40 D3 Geartronic Momentum,125999.0,66499,Automatik,1969.0,Diesel,Skarszewy,Pomorskie,2019,5
bmw,BMW Seria 2 218i M Sport,154700.0,10,Automatik,1499.0,Benzin,Katowice,Śląskie,2023,1
peugeot,Peugeot 208 1.2 PureTech Allure,31800.0,180996,Schaltwagen,1997.0,Diesel,Zgierz,Łódzkie,2017,7
mercedes-benz,Mercedes-Benz Klasa S 63 AMG Kabriolet 4-Matic,590000.0,112000,Automatik,5461.0,Benzin,Gdańsk,Pomorskie,2017,7
ford,Ford Fiesta 1.0 EcoBoost GPF ST-Line X ASS,67900.0,79500,Schaltwagen,2300.0,Benzin,Wągrowiec,Wielkopolskie,2016,8
mercedes-benz,Mercedes-Benz CLA,230052.0,42360,Automatik,1332.0,Benzin,Kielce,Świętokrzyskie,2021,3
